ID,cue,associations,num_associations,cue_weight,associations_mean_weight,candidates,candidates_connectivity_score,solvers_jaccard_mean,solvers_jaccard_std
536,infernal,"[""fire"", ""hot""]",2,60,22,"[""band"", ""ferris wheel"", ""fire"", ""hot"", ""microscope""]",1,1,0
699,sleepless,"[""night"", ""bed""]",2,108,18.5,"[""bed"", ""click"", ""walrus"", ""night"", ""granola""]",1,1,0
1102,steep,"[""hill"", ""tea"", ""climb"", ""slope""]",4,91,22.5,"[""climb"", ""cucumber"", ""hill"", ""arms"", ""slope"", ""tea""]",2,1,0
352,carpentry,"[""wood"", ""hammer"", ""saw""]",3,106,33.66666667,"[""hammer"", ""trophy"", ""saw"", ""wood"", ""buggy""]",4,1,0
948,morbid,"[""dark"", ""dead""]",2,89,13.5,"[""dead"", ""gymnast"", ""dark"", ""pet"", ""hippo""]",0,1,0
1339,format,"[""document"", ""paper"", ""computer""]",3,50,13.66666667,"[""compass"", ""shaking"", ""hanger"", ""paper"", ""document"", ""computer""]",2,0.833333333,0.24
858,celestial,"[""sky"", ""star""]",2,79,24,"[""smoothie"", ""silk"", ""sky"", ""calf"", ""star""]",2,1,0
332,foam,"[""sea"", ""soap"", ""bath""]",3,74,20.66666667,"[""phone"", ""soap"", ""laughter"", ""sea"", ""bath""]",4,1,0
781,continent,"[""land"", ""country""]",2,68,24.5,"[""land"", ""country"", ""hooker"", ""gel"", ""drugs""]",1,1,0
247,stool,"[""chair"", ""bar"", ""sit""]",3,93,31,"[""bar"", ""sit"", ""chair"", ""giant"", ""ranch""]",2,1,0
1325,antibiotics,"[""medicine"", ""bacteria"", ""drugs""]",3,78,25.66666667,"[""valley"", ""medicine"", ""drugs"", ""shooter"", ""clinic"", ""bacteria""]",1,0.833333333,0.24
197,ice hockey,"[""puck"", ""stick"", ""game""]",3,88,20.33333333,"[""game"", ""puck"", ""stick"", ""leggings"", ""window""]",2,1,0
1503,defense,"[""army"", ""fight"", ""shield""]",3,41,11,"[""shield"", ""army"", ""litter"", ""fight"", ""dresser"", ""human""]",1,1,0
1732,treatment,"[""hospital"", ""medicine""]",2,61,21,"[""hospital"", ""medicine"", ""amber"", ""organ"", ""college"", ""wreck""]",2,1,0
443,mouse,"[""cat"", ""computer"", ""cheese""]",3,76,25.33333333,"[""computer"", ""cheese"", ""pirate"", ""darts"", ""cat""]",1,1,0
1184,violinist,"[""music"", ""musician"", ""orchestra"", ""strings""]",4,93,26,"[""strings"", ""musician"", ""music"", ""edge"", ""pizza"", ""orchestra""]",4,1,0
995,guy,"[""man"", ""male"", ""gal"", ""girl""]",4,94,27.25,"[""mint"", ""male"", ""eyebrow"", ""girl"", ""man"", ""gal""]",4,0.866666667,0.19
1568,gambler,"[""money"", ""casino"", ""dice""]",3,80,24,"[""hail"", ""money"", ""casino"", ""flower"", ""dice"", ""fish""]",2,1,0
305,chase,"[""run"", ""bank"", ""car""]",3,73,23.66666667,"[""run"", ""graph"", ""bank"", ""acorn"", ""car""]",1,1,0
1012,motor,"[""car"", ""engine"", ""boat"", ""oil""]",4,129,35,"[""car"", ""boat"", ""oil"", ""engine"", ""hardware"", ""citrus""]",4,0.866666667,0.19
53,pen,"[""pencil"", ""ink"", ""paper""]",3,135,45,"[""cheesecake"", ""ink"", ""pencil"", ""paper"", ""anvil""]",2,1,0
731,versus,"[""fight"", ""game""]",2,83,12.5,"[""fight"", ""poodle"", ""game"", ""chicken"", ""mucus""]",1,1,0
1308,wheat,"[""bread"", ""grain"", ""field""]",3,94,31.33333333,"[""wrestler"", ""suds"", ""bread"", ""field"", ""grain"", ""hot dog""]",2,1,0
149,cooler,"[""ice"", ""beer"", ""fridge""]",3,78,23.33333333,"[""ice"", ""beer"", ""arc"", ""fridge"", ""ant""]",1,0.833333333,0.24
842,equipment,"[""gear"", ""machinery""]",2,64,12,"[""gear"", ""crumble"", ""machinery"", ""vest"", ""piece""]",0,1,0
1885,july,"[""month"", ""hot""]",2,118,26.5,"[""throw"", ""stripe"", ""hot"", ""yoke"", ""camouflage"", ""month""]",1,1,0
830,boulevard,"[""street"", ""road""]",2,128,48.5,"[""seaweed"", ""muffin"", ""road"", ""street"", ""cabinet""]",1,1,0
1401,hostess,"[""restaurant"", ""airplane"", ""woman""]",3,58,15,"[""restaurant"", ""wheelchair"", ""mat"", ""woman"", ""booger"", ""airplane""]",1,1,0
124,ledge,"[""cliff"", ""edge"", ""window""]",3,83,27.66666667,"[""sweat"", ""icy"", ""edge"", ""cliff"", ""window""]",1,0.833333333,0.24
161,deep,"[""sea"", ""water"", ""dark""]",3,80,21,"[""water"", ""crumble"", ""dark"", ""sea"", ""moose""]",2,1,0
1292,cider,"[""apple"", ""drink"", ""hot"", ""alcohol""]",4,120,33,"[""apple"", ""hot"", ""egg"", ""drink"", ""cabbage"", ""alcohol""]",5,0.866666667,0.19
478,dug,"[""hole"", ""shovel"", ""dirt""]",3,104,34.33333333,"[""shovel"", ""beef"", ""dirt"", ""salt"", ""hole""]",3,0.833333333,0.24
1027,organs,"[""heart"", ""liver"", ""body"", ""music""]",4,79,22.75,"[""heart"", ""body"", ""music"", ""trophy"", ""bullet"", ""liver""]",2,0.866666667,0.19
739,chocolate bar,"[""candy"", ""brown""]",2,83,22,"[""catch"", ""candy"", ""brown"", ""pajamas"", ""cemetery""]",1,1,0
936,industrious,"[""worker"", ""factory""]",2,71,12.5,"[""servant"", ""worker"", ""ninja"", ""oxen"", ""factory""]",0,1,0
1911,throttle,"[""car"", ""engine""]",2,77,22.5,"[""cantaloupe"", ""laptop"", ""car"", ""computer"", ""rainforest"", ""engine""]",4,1,0
1198,foamy,"[""sea"", ""soap"", ""bath"", ""beer""]",4,70,21,"[""beer"", ""soap"", ""pretzel"", ""wand"", ""bath"", ""sea""]",4,0.866666667,0.19
538,cyclone,"[""tornado"", ""hurricane""]",2,113,37,"[""tornado"", ""makeup"", ""vaccine"", ""hurricane"", ""photo""]",1,1,0
526,purchase,"[""money"", ""store""]",2,119,25,"[""crater"", ""fetus"", ""store"", ""tar"", ""money""]",1,1,0
493,intern,"[""student"", ""doctor""]",2,53,14.5,"[""student"", ""chief"", ""doctor"", ""stub"", ""body""]",1,1,0
483,typhoon,"[""storm"", ""water"", ""tornado""]",3,107,23.33333333,"[""rolling"", ""razor"", ""tornado"", ""storm"", ""water""]",2,1,0
1409,tub,"[""water"", ""hot"", ""wash""]",3,131,19,"[""raccoon"", ""wash"", ""water"", ""gas"", ""cream"", ""hot""]",5,1,0
300,tires,"[""car"", ""rubber"", ""wheel""]",3,105,34,"[""car"", ""wheel"", ""postman"", ""brother"", ""rubber""]",1,1,0
533,telegram,"[""letter"", ""morse code""]",2,64,13,"[""motel"", ""giant"", ""letter"", ""server"", ""morse code""]",0,1,0
1512,ship,"[""boat"", ""ocean"", ""water""]",3,81,26,"[""eagle"", ""water"", ""limp"", ""ford"", ""ocean"", ""boat""]",4,1,0
1446,treble,"[""clef"", ""bass"", ""music""]",3,112,37.33333333,"[""starch"", ""bass"", ""mayonnaise"", ""music"", ""clef"", ""groan""]",1,1,0
272,stew,"[""beef"", ""food"", ""pot""]",3,91,22.33333333,"[""food"", ""beef"", ""hoodie"", ""blade"", ""pot""]",2,1,0
548,cowardly,"[""lion"", ""yellow""]",2,59,16.5,"[""lion"", ""senator"", ""yellow"", ""toothpaste"", ""picture""]",1,1,0
1780,housing,"[""home"", ""apartment""]",2,51,19,"[""apartment"", ""chair"", ""home"", ""receipt"", ""clef"", ""sneeze""]",1,1,0
1263,raft,"[""water"", ""boat"", ""float"", ""river""]",4,101,31.25,"[""clown"", ""hunter"", ""river"", ""boat"", ""float"", ""water""]",6,1,0
1700,pool,"[""water"", ""swimming""]",2,115,44,"[""swimming"", ""hawk"", ""orchestra"", ""dew"", ""water"", ""ravens""]",2,1,0
1465,security,"[""guard"", ""police"", ""blanket""]",3,76,18.33333333,"[""police"", ""guard"", ""clover"", ""blanket"", ""pitcher"", ""basket""]",2,0.833333333,0.24
61,waiter,"[""restaurant"", ""food"", ""tip""]",3,100,32,"[""food"", ""backspace"", ""campfire"", ""tip"", ""restaurant""]",3,1,0
1120,thyme,"[""herb"", ""rosemary"", ""spice"", ""sage""]",4,113,32.25,"[""air force"", ""cake"", ""sage"", ""spice"", ""herb"", ""rosemary""]",4,1,0
1507,mortgage,"[""house"", ""money"", ""bank""]",3,122,36,"[""crutch"", ""house"", ""bank"", ""money"", ""leftovers"", ""yogurt""]",2,1,0
1415,ringing,"[""bell"", ""doorbell"", ""ear""]",3,125,22.66666667,"[""shout"", ""dance"", ""doorbell"", ""ear"", ""bell"", ""swimming""]",3,1,0
1642,direction,"[""north"", ""map""]",2,53,18,"[""map"", ""parmesan"", ""dust"", ""school"", ""grape"", ""north""]",3,1,0
972,catwalk,"[""model"", ""runway""]",2,109,32.5,"[""rolling"", ""sticks"", ""model"", ""runway"", ""mitten""]",1,1,0
1781,redwood,"[""tree"", ""forest""]",2,129,52.5,"[""arc"", ""structure"", ""forest"", ""tree"", ""painting"", ""tummy""]",1,1,0
1159,kettle,"[""tea"", ""pot"", ""water"", ""hot""]",4,141,33.25,"[""hot"", ""moth"", ""tea"", ""water"", ""deck"", ""pot""]",6,1,0
1449,produce,"[""fruit"", ""vegetable"", ""food""]",3,106,16,"[""vegetable"", ""woods"", ""fruit"", ""drool"", ""pancreas"", ""food""]",3,1,0
633,ward,"[""hospital"", ""prison""]",2,51,21,"[""stock"", ""prison"", ""shelf"", ""hospital"", ""copper""]",0,1,0
26,veggie,"[""carrot"", ""green"", ""food""]",3,58,17.66666667,"[""carrot"", ""pork"", ""green"", ""food"", ""elbow""]",3,1,0
1653,frosting,"[""cake"", ""sugar""]",2,129,44,"[""sugar"", ""head"", ""writer"", ""cake"", ""blimp"", ""sweatshirt""]",1,1,0
1677,fungi,"[""mushroom"", ""mold""]",2,100,42.5,"[""mushroom"", ""radio"", ""football"", ""aunt"", ""mold"", ""tusk""]",1,1,0
1883,petty,"[""thief"", ""cash""]",2,62,10.5,"[""painter"", ""drawer"", ""click"", ""thief"", ""engine"", ""cash""]",0,1,0
1026,paper clip,"[""paper"", ""metal"", ""office"", ""staple""]",4,85,23.75,"[""metal"", ""office"", ""staple"", ""paper"", ""pancreas"", ""spinach""]",5,1,0
1490,melon,"[""fruit"", ""cantaloupe"", ""water""]",3,90,30,"[""outside"", ""ton"", ""cantaloupe"", ""coffin"", ""fruit"", ""water""]",1,1,0
1213,omelet,"[""egg"", ""breakfast"", ""food"", ""pan""]",4,131,28.75,"[""food"", ""breakfast"", ""lip"", ""twitter"", ""pan"", ""egg""]",4,0.866666667,0.19
1458,ladle,"[""soup"", ""spoon"", ""kitchen""]",3,142,47.33333333,"[""kitchen"", ""soup"", ""wasp"", ""handshake"", ""spoon"", ""railway""]",2,1,0
892,abode,"[""house"", ""adobe""]",2,124,30,"[""house"", ""waitress"", ""adobe"", ""breathe"", ""light""]",2,1,0
643,self,"[""me"", ""person""]",2,107,39.5,"[""person"", ""salmon"", ""chalk"", ""chocolate"", ""me""]",1,1,0
740,claims,"[""court"", ""money""]",2,55,12.5,"[""money"", ""leggings"", ""court"", ""machinery"", ""fat""]",2,1,0
156,euro,"[""money"", ""dollar"", ""coin""]",3,107,29.66666667,"[""dollar"", ""rail"", ""coin"", ""money"", ""shed""]",3,1,0
1905,urine,"[""yellow"", ""toilet""]",2,93,25.5,"[""toilet"", ""boots"", ""yellow"", ""flower"", ""entrance"", ""rugby""]",2,1,0
510,detention,"[""school"", ""prison""]",2,85,32,"[""paddle"", ""bowel"", ""rubber"", ""school"", ""prison""]",0,1,0
1272,bedsheets,"[""bed"", ""sleep"", ""linen"", ""pillow""]",4,65,17.5,"[""buggy"", ""sleep"", ""linen"", ""pillow"", ""cabbage"", ""bed""]",4,1,0
652,organization,"[""company"", ""group""]",2,62,26,"[""company"", ""gulp"", ""dogs"", ""group"", ""lemonade""]",1,1,0
1488,gazelle,"[""deer"", ""animal"", ""lion""]",3,72,20.66666667,"[""boot"", ""lion"", ""animal"", ""shove"", ""text"", ""deer""]",2,1,0
797,exterior,"[""paint"", ""house""]",2,127,19,"[""house"", ""hyena"", ""arcade"", ""paint"", ""licorice""]",1,1,0
70,beet,"[""red"", ""vegetable"", ""root""]",3,130,43.33333333,"[""plaster"", ""red"", ""vegetable"", ""nook"", ""root""]",3,1,0
1597,cottage,"[""cheese"", ""house"", ""cabin""]",3,95,31.66666667,"[""cabin"", ""hobbit"", ""cheese"", ""blacksmith"", ""house"", ""downstairs""]",2,0.833333333,0.24
632,kingly,"[""crown"", ""queen""]",2,82,18,"[""wrench"", ""crown"", ""queen"", ""groom"", ""hobbit""]",1,1,0
1930,conviction,"[""prison"", ""court""]",2,69,12.5,"[""prison"", ""court"", ""steakhouse"", ""backspace"", ""swimsuit"", ""goalie""]",1,1,0
205,cheese,"[""cheddar"", ""mouse"", ""food""]",3,45,15,"[""cheddar"", ""reporter"", ""food"", ""mouse"", ""shield""]",1,0.833333333,0.24
851,cousin,"[""family"", ""uncle""]",2,98,32.5,"[""uncle"", ""family"", ""pork"", ""detective"", ""honk""]",1,1,0
435,digital,"[""watch"", ""computer"", ""clock""]",3,74,24.66666667,"[""computer"", ""clock"", ""watch"", ""cave"", ""fire""]",4,1,0
875,bedroom,"[""sleep"", ""bed""]",2,113,52.5,"[""bed"", ""throw"", ""outdoors"", ""decimal"", ""sleep""]",1,1,0
1299,fiddler,"[""violin"", ""roof"", ""music"", ""musician""]",4,94,27.25,"[""musician"", ""plaid"", ""music"", ""roof"", ""speck"", ""violin""]",4,1,0
534,compile,"[""list"", ""computer""]",2,52,13.5,"[""list"", ""computer"", ""drag"", ""stock"", ""cream""]",1,1,0
1088,pebble,"[""stone"", ""rock"", ""beach"", ""water""]",4,130,35,"[""rock"", ""water"", ""chemotherapy"", ""beach"", ""ligament"", ""stone""]",4,0.866666667,0.19
532,flip flops,"[""beach"", ""sand""]",2,105,23.5,"[""inch"", ""feed"", ""sand"", ""beach"", ""lobster""]",2,1,0
1041,biscuit,"[""butter"", ""gravy"", ""tea"", ""food""]",4,75,14.25,"[""gravy"", ""butter"", ""tea"", ""writer"", ""food"", ""hangman""]",4,1,0
1787,saving,"[""money"", ""bank""]",2,112,49,"[""mug"", ""lawyer"", ""crow"", ""bank"", ""money"", ""bacteria""]",2,1,0
1901,proxy,"[""server"", ""computer""]",2,55,17,"[""computer"", ""caterpillar"", ""zipper"", ""drop"", ""vodka"", ""server""]",0,1,0
1187,pregnancy,"[""baby"", ""woman"", ""birth"", ""belly""]",4,78,22.5,"[""belly"", ""baby"", ""noodle"", ""chicken"", ""woman"", ""birth""]",7,1,0
1271,crisps,"[""chips"", ""potato"", ""salt"", ""snack""]",4,97,27.5,"[""snack"", ""potato"", ""board"", ""wine"", ""chips"", ""salt""]",4,1,0
1353,document,"[""paper"", ""record"", ""file""]",3,95,30.33333333,"[""file"", ""tuxedo"", ""paper"", ""sword"", ""band"", ""record""]",1,0.833333333,0.24
18,co-pilot,"[""plane"", ""pilot"", ""fly""]",3,94,25.33333333,"[""fly"", ""hedgehog"", ""plane"", ""birth control"", ""pilot""]",3,1,0
119,ropes,"[""string"", ""tie"", ""climb""]",3,41,12.66666667,"[""climb"", ""chess"", ""dawn"", ""string"", ""tie""]",1,1,0
8,eczema,"[""skin"", ""rash"", ""red""]",3,134,42,"[""rash"", ""skin"", ""red"", ""pond"", ""mom""]",3,1,0
40,snowboard,"[""snow"", ""ski"", ""mountain""]",3,87,28,"[""snow"", ""ski"", ""rice"", ""outside"", ""mountain""]",3,1,0
1090,farmer,"[""tractor"", ""farm"", ""cow"", ""field""]",4,46,14.5,"[""stocking"", ""farm"", ""field"", ""tractor"", ""museum"", ""cow""]",4,1,0
1715,cashew,"[""nut"", ""peanut""]",2,114,51.5,"[""certificate"", ""nut"", ""peanut"", ""luggage"", ""march"", ""waffle""]",1,1,0
513,deluge,"[""rain"", ""water""]",2,96,26.5,"[""water"", ""freeway"", ""button"", ""rain"", ""bong""]",1,1,0
1129,cement,"[""concrete"", ""grey"", ""sidewalk"", ""mixer""]",4,71,18.25,"[""sidewalk"", ""mixer"", ""taco"", ""concrete"", ""pharmacy"", ""grey""]",2,1,0
154,beets,"[""red"", ""vegetable"", ""root""]",3,89,29.66666667,"[""crushed"", ""red"", ""root"", ""veil"", ""vegetable""]",3,1,0
1045,syringe,"[""needle"", ""drugs"", ""hospital"", ""medicine""]",4,104,29,"[""zombie"", ""medicine"", ""farm"", ""needle"", ""drugs"", ""hospital""]",7,1,0
255,pyramid,"[""triangle"", ""sand"", ""desert""]",3,121,16.66666667,"[""sand"", ""picture"", ""triangle"", ""mercury"", ""desert""]",2,1,0
170,untie,"[""tie"", ""knot"", ""shoe""]",3,79,25.66666667,"[""tie"", ""pig"", ""knot"", ""tool"", ""shoe""]",3,1,0
342,possum,"[""animal"", ""rodent"", ""dead""]",3,56,18.66666667,"[""bean"", ""rodent"", ""uniform"", ""dead"", ""animal""]",2,0.833333333,0.24
1473,inspector,"[""gadget"", ""police"", ""detective""]",3,108,36,"[""continent"", ""bog"", ""gem"", ""detective"", ""gadget"", ""police""]",1,0.833333333,0.24
1180,cut,"[""knife"", ""scissors"", ""blood"", ""paper""]",4,75,18.25,"[""neighborhood"", ""knife"", ""paper"", ""frame"", ""blood"", ""scissors""]",4,0.866666667,0.19
1596,oily,"[""skin"", ""hair"", ""oil""]",3,69,14,"[""attic"", ""oil"", ""spit"", ""skin"", ""hair"", ""liner""]",2,1,0
1235,microphone,"[""speaker"", ""sing"", ""singer"", ""music""]",4,53,15.25,"[""speaker"", ""slip"", ""music"", ""hedgehog"", ""singer"", ""sing""]",4,0.866666667,0.19
923,entertaining,"[""tv"", ""movie""]",2,78,12,"[""tv"", ""ambulance"", ""movie"", ""cemetery"", ""snack""]",1,1,0
759,candidate,"[""president"", ""politician""]",2,90,21,"[""politician"", ""pillow"", ""president"", ""dinner"", ""apartment""]",0,1,0
1121,gutter,"[""rain"", ""leaves"", ""water"", ""drain""]",4,67,20.25,"[""chicken"", ""leaves"", ""drain"", ""rain"", ""boxing"", ""water""]",3,0.866666667,0.19
903,anyone,"[""people"", ""person""]",2,72,12.5,"[""capital"", ""person"", ""teepee"", ""smirk"", ""people""]",2,1,0
263,knot,"[""rope"", ""tie"", ""boat""]",3,119,39.66666667,"[""rope"", ""boat"", ""rhino"", ""tie"", ""flame""]",2,1,0
293,ferry,"[""boat"", ""water"", ""ship""]",3,118,39.33333333,"[""water"", ""piercing"", ""ebay"", ""ship"", ""boat""]",4,1,0
524,enterprise,"[""company"", ""money""]",2,78,14.5,"[""ham"", ""company"", ""money"", ""mow"", ""towel""]",1,1,0
1110,sail,"[""boat"", ""water"", ""ocean"", ""ship""]",4,140,33.25,"[""water"", ""ship"", ""boat"", ""swing"", ""ocean"", ""kidney""]",10,0.866666667,0.19
1214,postage,"[""mail"", ""letter"", ""envelope"", ""package""]",4,146,22.25,"[""vodka"", ""letter"", ""mail"", ""package"", ""envelope"", ""president""]",5,1,0
1434,sails,"[""boat"", ""ship"", ""sea""]",3,102,33.33333333,"[""milk"", ""mastercard"", ""sea"", ""cactus"", ""boat"", ""ship""]",4,1,0
146,crossing,"[""road"", ""guard"", ""street""]",3,65,21.66666667,"[""cellphone"", ""street"", ""guard"", ""road"", ""pigeon""]",1,0.833333333,0.24
1182,bass,"[""fish"", ""guitar"", ""music"", ""instrument""]",4,128,35.75,"[""razor"", ""floss"", ""fish"", ""music"", ""instrument"", ""guitar""]",3,1,0
816,wifi,"[""computer"", ""phone""]",2,126,15.5,"[""phone"", ""cat"", ""computer"", ""earth"", ""incense""]",2,1,0
558,shooter,"[""pea"", ""bullet""]",2,78,11.5,"[""pottery"", ""restaurant"", ""pea"", ""bullet"", ""square""]",0,1,0
1943,monastery,"[""monk"", ""church""]",2,99,34,"[""bullseye"", ""float"", ""cell"", ""church"", ""package"", ""monk""]",1,1,0
1255,sculpture,"[""art"", ""marble"", ""statue"", ""clay""]",4,87,25,"[""marble"", ""statue"", ""wrist"", ""clay"", ""art"", ""seat""]",2,1,0
90,vessel,"[""ship"", ""boat"", ""container""]",3,111,37,"[""boat"", ""container"", ""ship"", ""bagpipes"", ""trap""]",3,0.833333333,0.24
452,row,"[""boat"", ""fight"", ""oar""]",3,119,39.66666667,"[""boat"", ""oar"", ""vertebrae"", ""cartwheel"", ""fight""]",1,0.833333333,0.24
432,redhead,"[""ginger"", ""freckles"", ""hair""]",3,68,22.66666667,"[""wagon"", ""hair"", ""baking"", ""ginger"", ""freckles""]",1,0.833333333,0.24
1406,shingle,"[""roof"", ""house"", ""asphalt""]",3,92,30.66666667,"[""torn"", ""receipt"", ""axe"", ""house"", ""asphalt"", ""roof""]",1,0.833333333,0.24
763,tied,"[""rope"", ""knot""]",2,84,33,"[""gun"", ""rope"", ""wine"", ""maid"", ""knot""]",1,1,0
1645,organic,"[""food"", ""fruit""]",2,74,23,"[""fruit"", ""food"", ""chocolate"", ""red"", ""naked"", ""grease""]",5,1,0
51,footprint,"[""sand"", ""foot"", ""shoe""]",3,82,27.33333333,"[""sand"", ""foot"", ""shoe"", ""donut"", ""tire""]",1,1,0
390,ballroom,"[""dance"", ""floor"", ""dress""]",3,113,27.33333333,"[""dance"", ""mushroom"", ""plaid"", ""dress"", ""floor""]",1,1,0
512,condiment,"[""ketchup"", ""salt""]",2,108,34,"[""skate"", ""ketchup"", ""dungeon"", ""salt"", ""eggnog""]",1,1,0
1633,allegiance,"[""flag"", ""country""]",2,88,22,"[""country"", ""wagon"", ""printing"", ""weed"", ""flag"", ""snail""]",1,1,0
401,goat,"[""milk"", ""sheep"", ""animal""]",3,77,20,"[""phlegm"", ""sheep"", ""animal"", ""milk"", ""mouth""]",4,1,0
1028,nail,"[""hammer"", ""finger"", ""polish"", ""wood""]",4,101,27.75,"[""wood"", ""comics"", ""hammer"", ""polish"", ""finger"", ""mold""]",5,0.866666667,0.19
30,catcher,"[""baseball"", ""rye"", ""pitcher""]",3,110,36.66666667,"[""baseball"", ""column"", ""stance"", ""pitcher"", ""rye""]",0,1,0
1647,occult,"[""dark"", ""witch""]",2,46,15.5,"[""exam"", ""cattle"", ""witch"", ""dark"", ""office"", ""hiker""]",1,1,0
1298,upstream,"[""river"", ""salmon"", ""downstream"", ""water""]",4,105,30,"[""salmon"", ""downstream"", ""water"", ""ingredients"", ""river"", ""watch""]",3,0.866666667,0.19
368,oxygen,"[""air"", ""breathe"", ""water""]",3,130,41,"[""water"", ""breathe"", ""air"", ""mammal"", ""molasses""]",3,1,0
1064,soil,"[""earth"", ""plant"", ""mud"", ""garden""]",4,128,18.75,"[""earth"", ""shove"", ""garden"", ""mud"", ""plant"", ""shelf""]",2,0.866666667,0.19
1478,bugle,"[""horn"", ""army"", ""brass""]",3,82,19.33333333,"[""brass"", ""horn"", ""checkers"", ""army"", ""kiln"", ""jacket""]",1,1,0
13,fiery,"[""hot"", ""red"", ""flame""]",3,71,23.33333333,"[""hot"", ""eye patch"", ""cowboy"", ""red"", ""flame""]",5,1,0
1751,investigation,"[""police"", ""detective""]",2,78,31,"[""detective"", ""grip"", ""cover"", ""police"", ""alarm"", ""pet""]",1,1,0
107,drought,"[""water"", ""desert"", ""rain""]",3,110,22,"[""bun"", ""rain"", ""pocket"", ""water"", ""desert""]",2,1,0
1216,blaze,"[""fire"", ""red"", ""flame"", ""hot""]",4,114,31.25,"[""hot"", ""bedroom"", ""fire"", ""stove"", ""flame"", ""red""]",9,0.866666667,0.19
340,certificate,"[""paper"", ""award"", ""diploma""]",3,71,22.66666667,"[""paper"", ""award"", ""litter"", ""diploma"", ""centimeter""]",0,1,0
1106,holly,"[""ivy"", ""green"", ""berry"", ""plant""]",4,93,15.75,"[""plant"", ""green"", ""ivy"", ""berry"", ""typhoon"", ""catwalk""]",3,0.866666667,0.19
683,fussy,"[""baby"", ""crying""]",2,51,16,"[""hoop"", ""face"", ""crying"", ""baby"", ""notebook""]",2,1,0
691,striptease,"[""naked"", ""dance""]",2,50,17,"[""dance"", ""naked"", ""thicket"", ""scrabble"", ""accordion""]",1,1,0
601,polar bear,"[""ice"", ""snow""]",2,121,26.5,"[""mound"", ""niece"", ""visitor"", ""ice"", ""snow""]",1,1,0
66,swoop,"[""bird"", ""fly"", ""dive""]",3,69,22.33333333,"[""barrier"", ""bird"", ""dive"", ""fly"", ""border""]",1,0.833333333,0.24
728,communist,"[""red"", ""china""]",2,88,26.5,"[""china"", ""back"", ""niece"", ""flesh"", ""red""]",1,1,0
1504,passion,"[""fruit"", ""red"", ""fire""]",3,101,15.66666667,"[""fruit"", ""backpack"", ""novel"", ""red"", ""sketch"", ""fire""]",2,0.833333333,0.24
511,damsel,"[""woman"", ""princess""]",2,107,17.5,"[""list"", ""princess"", ""bats"", ""jet"", ""woman""]",0,1,0
1893,tail,"[""cat"", ""animal""]",2,80,21.5,"[""click"", ""door"", ""animal"", ""perspiration"", ""playstation"", ""cat""]",2,1,0
1010,cola,"[""coke"", ""drink"", ""pop"", ""sugar""]",4,131,31.25,"[""sugar"", ""puffy"", ""alphabet"", ""pop"", ""coke"", ""drink""]",5,1,0
395,masculine,"[""male"", ""man"", ""muscle""]",3,98,26,"[""man"", ""male"", ""bottle"", ""folded"", ""muscle""]",2,0.833333333,0.24
919,mango,"[""fruit"", ""orange""]",2,120,51,"[""oasis"", ""planet"", ""orange"", ""nail polish"", ""fruit""]",1,1,0
258,salon,"[""hair"", ""nail"", ""spa""]",3,98,28.33333333,"[""hair"", ""scarf"", ""nail"", ""spa"", ""eating""]",3,0.833333333,0.24
1872,earwig,"[""bug"", ""insect""]",2,85,32,"[""prairie"", ""bug"", ""antarctic"", ""insect"", ""swamp"", ""oregano""]",1,1,0
894,breed,"[""dog"", ""horse""]",2,91,35.5,"[""jacket"", ""pit"", ""dog"", ""horse"", ""visitor""]",1,1,0
133,pantyhose,"[""tights"", ""stockings"", ""woman""]",3,59,18,"[""geisha"", ""woman"", ""baked"", ""stockings"", ""tights""]",1,1,0
1552,diapers,"[""baby"", ""dirty"", ""poo""]",3,103,31.33333333,"[""leaf"", ""dirty"", ""poo"", ""baby"", ""aspirin"", ""cart""]",0,0.833333333,0.24
1480,herring,"[""fish"", ""red"", ""bird""]",3,158,52.33333333,"[""fish"", ""handle"", ""red"", ""bird"", ""cap"", ""monastery""]",2,1,0
235,cocktail,"[""drink"", ""alcohol"", ""martini""]",3,96,31.66666667,"[""martini"", ""alcohol"", ""teaspoon"", ""carpet"", ""drink""]",1,1,0
1197,nautical,"[""sea"", ""boat"", ""ship"", ""sailor""]",4,113,32.5,"[""ship"", ""sea"", ""boat"", ""splint"", ""sailor"", ""haircut""]",6,1,0
1698,crowd,"[""people"", ""group""]",2,64,26,"[""onion"", ""people"", ""chalk"", ""group"", ""knot"", ""eraser""]",2,1,0
69,note,"[""music"", ""paper"", ""book""]",3,86,28.66666667,"[""hanging"", ""paper"", ""book"", ""acid"", ""music""]",3,0.833333333,0.24
277,drawing,"[""pencil"", ""art"", ""sketch""]",3,74,24.66666667,"[""thorn"", ""art"", ""sketch"", ""candy"", ""pencil""]",3,1,0
1293,otter,"[""water"", ""animal"", ""river"", ""sea""]",4,87,24.25,"[""tick"", ""animal"", ""water"", ""sea"", ""mop"", ""river""]",4,0.866666667,0.19
891,camp,"[""fire"", ""woods""]",2,97,22,"[""milk"", ""fire"", ""saloon"", ""woods"", ""factory""]",1,1,0
1818,figs,"[""fruit"", ""tree""]",2,87,32.5,"[""skin"", ""festival"", ""fruit"", ""tree"", ""candle"", ""bullseye""]",3,1,0
127,strawberry,"[""red"", ""fruit"", ""jam""]",3,106,34,"[""outfit"", ""fruit"", ""credit card"", ""jam"", ""red""]",3,1,0
