candidates,cue,associations,score_fool_the_ai,num_associations,annotation_index,num_candidates,solvers_jaccard_mean,solvers_jaccard_std,ID,clip_vit32_predictions,annotations_label
"[""adult"", ""check"", ""laugh"", ""badge"", ""chief"", ""standing"", ""aquarium"", ""handshake"", ""squash"", ""sand"", ""ebay"", ""bell""]",adult,"[""adult"", ""badge"", ""standing""]",100,3,68,12,1.0,0.0,363,"[""squash"", ""bell"", ""laugh""]","{""standing"": ""Visually Non-Salient"", ""adult"": ""OCR"", ""badge"": ""Non Visual, Concept Related""}"
"[""adult"", ""check"", ""laugh"", ""badge"", ""chief"", ""standing"", ""aquarium"", ""handshake"", ""squash"", ""sand"", ""ebay"", ""bell""]",warning,"[""adult"", ""badge""]",100,2,69,12,1.0,0.0,364,"[""bell"", ""laugh""]","{""adult"": ""OCR"", ""badge"": ""Non Visual, Concept Related""}"
"[""adult"", ""check"", ""laugh"", ""badge"", ""chief"", ""standing"", ""aquarium"", ""handshake"", ""squash"", ""sand"", ""ebay"", ""bell""]",death,"[""chief"", ""sand""]",100,2,70,12,1.0,0.0,365,"[""chief"", ""laugh""]","{""chief"": ""Non Visual, Concept Related"", ""sand"": ""Visually Non-Salient""}"
"[""adult"", ""check"", ""laugh"", ""badge"", ""chief"", ""standing"", ""aquarium"", ""handshake"", ""squash"", ""sand"", ""ebay"", ""bell""]",justice,"[""badge"", ""handshake""]",67,2,71,12,1.0,0.0,366,"[""badge"", ""bell""]","{""badge"": ""Non Visual, Concept Related"", ""handshake"": ""Visually Non-Salient""}"
"[""pilot"", ""lamb"", ""garden"", ""kitchen"", ""karate"", ""garbage"", ""gravy"", ""hurricane"", ""lens"", ""snail""]",loud,"[""pilot"", ""karate""]",100,2,77,10,1.0,0.0,367,"[""snail"", ""gravy""]","{""karate"": ""Visually Non-Salient"", ""pilot"": ""Non Visual, Concept Related""}"
"[""liver"", ""telescope"", ""barn"", ""compass"", ""credit card"", ""arrow"", ""office"", ""parsley"", ""month"", ""spreadsheet"", ""teepee"", ""gymnastics""]",direction,"[""compass"", ""arrow""]",0,2,78,12,1.0,0.0,368,"[""arrow"", ""compass""]","{""compass"": ""Non Visual, Concept Related"", ""arrow"": ""Non Visual, Concept Related""}"
"[""liver"", ""telescope"", ""barn"", ""compass"", ""credit card"", ""arrow"", ""office"", ""parsley"", ""month"", ""spreadsheet"", ""teepee"", ""gymnastics""]",interior,"[""office"", ""teepee""]",67,2,82,12,1.0,0.0,369,"[""office"", ""teepee""]","{""office"": ""Non Visual, Concept Related"", ""teepee"": ""Visually Non-Salient""}"
"[""liver"", ""telescope"", ""barn"", ""compass"", ""credit card"", ""arrow"", ""office"", ""parsley"", ""month"", ""spreadsheet"", ""teepee"", ""gymnastics""]",room,"[""office"", ""teepee""]",67,2,83,12,1.0,0.0,370,"[""teepee"", ""arrow""]","{""office"": ""Visually Non-Salient"", ""teepee"": ""Visually Salient Object""}"
"[""aluminum"", ""luggage"", ""olympics"", ""nights"", ""helicopter"", ""gauze"", ""vodka"", ""hobbit"", ""daughter"", ""group"", ""shovel"", ""weed""]",journey,"[""luggage"", ""hobbit""]",67,2,84,12,1.0,0.0,371,"[""hobbit"", ""luggage""]","{""luggage"": ""Non Visual, Concept Related"", ""hobbit"": ""Non Visual, Concept Related""}"
"[""aluminum"", ""luggage"", ""olympics"", ""nights"", ""helicopter"", ""gauze"", ""vodka"", ""hobbit"", ""daughter"", ""group"", ""shovel"", ""weed""]",interlinked,"[""olympics"", ""group""]",0,2,85,12,0.83,0.24,372,"[""group"", ""gauze""]","{""olympics"": ""Visually Non-Salient"", ""group"": ""Visually Non-Salient""}"
"[""aluminum"", ""luggage"", ""olympics"", ""nights"", ""helicopter"", ""gauze"", ""vodka"", ""hobbit"", ""daughter"", ""group"", ""shovel"", ""weed""]",fly,"[""luggage"", ""helicopter""]",100,2,86,12,1.0,0.0,373,"[""helicopter"", ""olympics""]","{""helicopter"": ""Non Visual, Concept Related"", ""luggage"": ""Non Visual, Concept Related""}"
"[""aluminum"", ""luggage"", ""olympics"", ""nights"", ""helicopter"", ""gauze"", ""vodka"", ""hobbit"", ""daughter"", ""group"", ""shovel"", ""weed""]",pieces,"[""olympics"", ""group""]",100,2,88,12,1.0,0.0,375,"[""aluminum"", ""group""]","{""group"": ""Visually Non-Salient"", ""olympics"": ""Visually Non-Salient""}"
"[""spades"", ""chasm"", ""ocean"", ""mother"", ""anteater"", ""boxing"", ""wink"", ""goose"", ""vodka"", ""shore""]",drink,"[""ocean"", ""vodka"", ""shore""]",80,3,91,10,1.0,0.0,376,"[""vodka"", ""spades"", ""anteater""]","{""ocean"": ""Non Visual, Concept Related"", ""shore"": ""Visually Non-Salient"", ""vodka"": ""Non Visual, Concept Related""}"
"[""spades"", ""chasm"", ""ocean"", ""mother"", ""anteater"", ""boxing"", ""wink"", ""goose"", ""vodka"", ""shore""]",simple,"[""spades"", ""wink""]",67,2,92,10,1.0,0.0,377,"[""spades"", ""wink""]","{""wink"": ""Visually Non-Salient"", ""spades"": ""Visually Non-Salient""}"
"[""spades"", ""chasm"", ""ocean"", ""mother"", ""anteater"", ""boxing"", ""wink"", ""goose"", ""vodka"", ""shore""]",toxic,"[""mother"", ""vodka""]",67,2,93,10,1.0,0.0,378,"[""spades"", ""wink""]","{""vodka"": ""Non Visual, Concept Related"", ""mother"": ""Visually Non-Salient""}"
"[""spades"", ""chasm"", ""ocean"", ""mother"", ""anteater"", ""boxing"", ""wink"", ""goose"", ""vodka"", ""shore""]",untamed,"[""anteater"", ""goose""]",100,2,95,10,0.83,0.24,379,"[""ocean"", ""mother""]","{""anteater"": ""Non Visual, Concept Related"", ""goose"": ""Non Visual, Concept Related""}"
"[""nut"", ""eating"", ""baseball"", ""colon"", ""maze"", ""net"", ""referee"", ""tip"", ""birth control"", ""limp"", ""flea"", ""uncle""]",digest,"[""eating"", ""colon""]",100,2,96,12,1.0,0.0,380,"[""tip"", ""birth control""]","{""eating"": ""Non Visual, Concept Related"", ""colon"": ""Non Visual, Concept Related""}"
"[""nut"", ""eating"", ""baseball"", ""colon"", ""maze"", ""net"", ""referee"", ""tip"", ""birth control"", ""limp"", ""flea"", ""uncle""]",soccer,"[""net"", ""referee""]",67,2,97,12,1.0,0.0,381,"[""maze"", ""tip""]","{""net"": ""Non Visual, Concept Related"", ""referee"": ""Non Visual, Concept Related""}"
"[""cat"", ""rugby"", ""alphabet"", ""sun"", ""firework"", ""stamp"", ""joystick"", ""tattoo"", ""pretzel"", ""trophy""]",twist,"[""rugby"", ""pretzel""]",67,2,103,10,1.0,0.0,383,"[""alphabet"", ""pretzel""]","{""rugby"": ""Visually Non-Salient"", ""pretzel"": ""Non Visual, Concept Related""}"
"[""cat"", ""rugby"", ""alphabet"", ""sun"", ""firework"", ""stamp"", ""joystick"", ""tattoo"", ""pretzel"", ""trophy""]",compete,"[""rugby"", ""trophy""]",67,2,104,10,1.0,0.0,384,"[""trophy"", ""alphabet""]","{""rugby"": ""Non Visual, Concept Related"", ""trophy"": ""Non Visual, Concept Related""}"
"[""cat"", ""rugby"", ""alphabet"", ""sun"", ""firework"", ""stamp"", ""joystick"", ""tattoo"", ""pretzel"", ""trophy""]",sticky,"[""stamp"", ""pretzel""]",67,2,105,10,1.0,0.0,385,"[""alphabet"", ""cat""]","{""pretzel"": ""Visually Non-Salient"", ""stamp"": ""Non Visual, Concept Related""}"
"[""daughter"", ""newspaper"", ""tupperware"", ""beaver"", ""soda"", ""teddy bear"", ""aluminum"", ""shampoo"", ""cathedral"", ""diamond"", ""ramp"", ""snails""]",door,"[""cathedral"", ""ramp""]",67,2,111,12,1.0,0.0,386,"[""ramp"", ""soda""]","{""ramp"": ""Visually Non-Salient"", ""cathedral"": ""Visually Non-Salient""}"
"[""daughter"", ""newspaper"", ""tupperware"", ""beaver"", ""soda"", ""teddy bear"", ""aluminum"", ""shampoo"", ""cathedral"", ""diamond"", ""ramp"", ""snails""]",cavity,"[""soda"", ""aluminum""]",67,2,112,12,0.83,0.24,387,"[""beaver"", ""soda""]","{""soda"": ""Non Visual, Concept Related"", ""aluminum"": ""Visually Non-Salient""}"
"[""chasm"", ""creature"", ""carpenter"", ""journalist"", ""maple"", ""donkey"", ""throw up"", ""snake"", ""ruby"", ""freezing""]",sanguine,"[""maple"", ""ruby""]",67,2,115,10,1.0,0.0,389,"[""ruby"", ""maple""]","{""maple"": ""Colors"", ""ruby"": ""Colors""}"
"[""chasm"", ""creature"", ""carpenter"", ""journalist"", ""maple"", ""donkey"", ""throw up"", ""snake"", ""ruby"", ""freezing""]",tongue,"[""donkey"", ""snake""]",0,2,116,10,1.0,0.0,390,"[""snake"", ""ruby""]","{""donkey"": ""Visually Non-Salient"", ""snake"": ""Non Visual, Concept Related""}"
"[""chasm"", ""creature"", ""carpenter"", ""journalist"", ""maple"", ""donkey"", ""throw up"", ""snake"", ""ruby"", ""freezing""]",animal,"[""donkey"", ""snake""]",67,2,118,10,1.0,0.0,391,"[""snake"", ""donkey""]","{""snake"": ""Non Visual, Concept Related"", ""donkey"": ""Non Visual, Concept Related""}"
"[""ebay"", ""jellyfish"", ""freckles"", ""secretary"", ""gravy"", ""weasel"", ""leftovers"", ""tag"", ""speakers"", ""butterfly""]",female,"[""freckles"", ""secretary""]",100,2,120,10,1.0,0.0,393,"[""weasel"", ""jellyfish""]","{""freckles"": ""Visually Salient Object"", ""secretary"": ""Visually Salient Object""}"
"[""ebay"", ""jellyfish"", ""freckles"", ""secretary"", ""gravy"", ""weasel"", ""leftovers"", ""tag"", ""speakers"", ""butterfly""]",auction,"[""ebay"", ""tag""]",67,2,121,10,1.0,0.0,394,"[""ebay"", ""tag""]","{""ebay"": ""OCR"", ""tag"": ""Non Visual, Concept Related""}"
"[""ebay"", ""jellyfish"", ""freckles"", ""secretary"", ""gravy"", ""weasel"", ""leftovers"", ""tag"", ""speakers"", ""butterfly""]",exchange,"[""ebay"", ""tag""]",67,2,124,10,1.0,0.0,395,"[""ebay"", ""secretary""]","{""tag"": ""Non Visual, Concept Related"", ""ebay"": ""OCR""}"
"[""ebay"", ""jellyfish"", ""freckles"", ""secretary"", ""gravy"", ""weasel"", ""leftovers"", ""tag"", ""speakers"", ""butterfly""]",sentient,"[""freckles"", ""secretary""]",100,2,125,10,0.83,0.24,396,"[""weasel"", ""jellyfish""]","{""secretary"": ""Visually Non-Salient"", ""freckles"": ""Non Visual, Concept Related""}"
"[""lint"", ""valley"", ""sweet potato"", ""parsley"", ""visitor"", ""rhino"", ""cucumber"", ""tuna"", ""pee"", ""penguin"", ""plow"", ""floss""]",pluck,"[""parsley"", ""cucumber""]",67,2,127,12,1.0,0.0,397,"[""cucumber"", ""penguin""]","{""cucumber"": ""Non Visual, Concept Related"", ""parsley"": ""Non Visual, Concept Related""}"
"[""lint"", ""valley"", ""sweet potato"", ""parsley"", ""visitor"", ""rhino"", ""cucumber"", ""tuna"", ""pee"", ""penguin"", ""plow"", ""floss""]",bathroom,"[""pee"", ""floss""]",67,2,128,12,1.0,0.0,398,"[""pee"", ""visitor""]","{""floss"": ""Non Visual, Concept Related"", ""pee"": ""Non Visual, Concept Related""}"
"[""lint"", ""valley"", ""sweet potato"", ""parsley"", ""visitor"", ""rhino"", ""cucumber"", ""tuna"", ""pee"", ""penguin"", ""plow"", ""floss""]",snow,"[""valley"", ""penguin"", ""plow""]",50,3,129,12,1.0,0.0,399,"[""penguin"", ""valley"", ""cucumber""]","{""plow"": ""Non Visual, Concept Related"", ""valley"": ""Visually Non-Salient"", ""penguin"": ""Non Visual, Concept Related""}"
"[""mucus"", ""towel"", ""propeller"", ""deli"", ""record"", ""milky way"", ""fog"", ""tear"", ""corridor"", ""scales"", ""jewelry"", ""rubber""]",eyes,"[""tear"", ""corridor""]",67,2,136,12,1.0,0.0,403,"[""tear"", ""corridor""]","{""tear"": ""Visually Salient Object"", ""corridor"": ""Visually Non-Salient""}"
"[""formula"", ""hooker"", ""nurse"", ""fender"", ""gymnast"", ""spy"", ""pullover"", ""anteater"", ""lady"", ""drawers""]",lady,"[""nurse"", ""gymnast"", ""lady""]",80,3,143,10,1.0,0.0,404,"[""lady"", ""spy"", ""anteater""]","{""gymnast"": ""Visually Non-Salient"", ""nurse"": ""Visually Salient Object"", ""lady"": ""Visually Salient Object""}"
"[""nurse"", ""clicker"", ""colt"", ""granola"", ""temple"", ""spray"", ""wet"", ""nose"", ""lunch"", ""cop""]",healthy,"[""granola"", ""lunch""]",0,2,146,10,1.0,0.0,405,"[""lunch"", ""granola""]","{""granola"": ""Non Visual, Concept Related"", ""lunch"": ""Visually Non-Salient""}"
"[""nurse"", ""clicker"", ""colt"", ""granola"", ""temple"", ""spray"", ""wet"", ""nose"", ""lunch"", ""cop""]",water,"[""spray"", ""wet""]",0,2,147,10,1.0,0.0,406,"[""spray"", ""wet""]","{""spray"": ""Non Visual, Concept Related"", ""wet"": ""Visually Non-Salient""}"
"[""portrait"", ""ribbon"", ""eating"", ""mitt"", ""foot"", ""cabinet"", ""medal"", ""peanut butter"", ""pet"", ""smog"", ""laughter"", ""ash""]",maw,"[""eating"", ""laughter""]",67,2,152,12,1.0,0.0,407,"[""laughter"", ""foot""]","{""laughter"": ""Visually Non-Salient"", ""eating"": ""Non Visual, Concept Related""}"
"[""portrait"", ""ribbon"", ""eating"", ""mitt"", ""foot"", ""cabinet"", ""medal"", ""peanut butter"", ""pet"", ""smog"", ""laughter"", ""ash""]",teeth,"[""eating"", ""laughter""]",67,2,154,12,1.0,0.0,409,"[""foot"", ""laughter""]","{""laughter"": ""Visually Salient Object"", ""eating"": ""Visually Non-Salient""}"
"[""truck"", ""constellation"", ""monument"", ""llama"", ""dentist"", ""basil"", ""microphone"", ""hot tub"", ""hedge"", ""chimney"", ""flag"", ""cleavage""]",vertical,"[""monument"", ""chimney""]",0,2,156,12,1.0,0.0,411,"[""chimney"", ""monument""]","{""chimney"": ""Visually Non-Salient"", ""monument"": ""Visually Non-Salient""}"
"[""truck"", ""constellation"", ""monument"", ""llama"", ""dentist"", ""basil"", ""microphone"", ""hot tub"", ""hedge"", ""chimney"", ""flag"", ""cleavage""]",teeth,"[""dentist"", ""cleavage""]",67,2,158,12,1.0,0.0,412,"[""cleavage"", ""basil""]","{""cleavage"": ""Visually Non-Salient"", ""dentist"": ""Non Visual, Concept Related""}"
"[""truck"", ""constellation"", ""monument"", ""llama"", ""dentist"", ""basil"", ""microphone"", ""hot tub"", ""hedge"", ""chimney"", ""flag"", ""cleavage""]",loud,"[""truck"", ""microphone""]",67,2,161,12,1.0,0.0,414,"[""basil"", ""microphone""]","{""microphone"": ""Non Visual, Concept Related"", ""truck"": ""Non Visual, Concept Related""}"
"[""orchestra"", ""pizza"", ""shower"", ""wolf"", ""poster"", ""polish"", ""rainforest"", ""worker"", ""hook"", ""mardi gras""]",woods,"[""wolf"", ""rainforest""]",0,2,163,10,1.0,0.0,415,"[""rainforest"", ""wolf""]","{""rainforest"": ""Non Visual, Concept Related"", ""wolf"": ""Non Visual, Concept Related""}"
"[""orchestra"", ""pizza"", ""shower"", ""wolf"", ""poster"", ""polish"", ""rainforest"", ""worker"", ""hook"", ""mardi gras""]",lactose,"[""pizza"", ""worker""]",67,2,165,10,1.0,0.0,416,"[""pizza"", ""hook""]","{""pizza"": ""Non Visual, Concept Related"", ""worker"": ""Visually Non-Salient""}"
"[""goalie"", ""museum"", ""tomato"", ""penguin"", ""torn"", ""hangman"", ""diagram"", ""coffee"", ""icing"", ""burger""]",bite,"[""tomato"", ""icing"", ""burger""]",80,3,168,10,1.0,0.0,417,"[""tomato"", ""burger"", ""icing""]","{""icing"": ""Non Visual, Concept Related"", ""tomato"": ""Non Visual, Concept Related"", ""burger"": ""Non Visual, Concept Related""}"
"[""goalie"", ""museum"", ""tomato"", ""penguin"", ""torn"", ""hangman"", ""diagram"", ""coffee"", ""icing"", ""burger""]",food,"[""tomato"", ""icing"", ""burger""]",50,3,169,10,1.0,0.0,418,"[""tomato"", ""burger"", ""torn""]","{""tomato"": ""Non Visual, Concept Related"", ""icing"": ""Non Visual, Concept Related"", ""burger"": ""Non Visual, Concept Related""}"
"[""goalie"", ""museum"", ""tomato"", ""penguin"", ""torn"", ""hangman"", ""diagram"", ""coffee"", ""icing"", ""burger""]",throw,"[""goalie"", ""tomato""]",67,2,171,10,1.0,0.0,419,"[""torn"", ""tomato""]","{""goalie"": ""Visually Non-Salient"", ""tomato"": ""Non Visual, Concept Related""}"
"[""goalie"", ""museum"", ""tomato"", ""penguin"", ""torn"", ""hangman"", ""diagram"", ""coffee"", ""icing"", ""burger""]",ketchup,"[""tomato"", ""burger""]",0,2,172,10,1.0,0.0,420,"[""tomato"", ""burger""]","{""tomato"": ""Non Visual, Concept Related"", ""burger"": ""Non Visual, Concept Related""}"
"[""goalie"", ""museum"", ""tomato"", ""penguin"", ""torn"", ""hangman"", ""diagram"", ""coffee"", ""icing"", ""burger""]",topping,"[""coffee"", ""icing"", ""burger""]",80,3,173,10,1.0,0.0,421,"[""tomato"", ""burger"", ""icing""]","{""burger"": ""Non Visual, Concept Related"", ""icing"": ""Non Visual, Concept Related"", ""coffee"": ""Non Visual, Concept Related""}"
"[""laptop"", ""jogger"", ""truck"", ""crown"", ""waffle"", ""creature"", ""handyman"", ""ferret"", ""tub"", ""duckling"", ""attic"", ""landscape""]",outdoor,"[""ferret"", ""duckling"", ""landscape""]",80,3,174,12,1.0,0.0,422,"[""duckling"", ""laptop"", ""ferret""]","{""ferret"": ""Non Visual, Concept Related"", ""duckling"": ""Non Visual, Concept Related"", ""landscape"": ""Non Visual, Concept Related""}"
"[""laptop"", ""jogger"", ""truck"", ""crown"", ""waffle"", ""creature"", ""handyman"", ""ferret"", ""tub"", ""duckling"", ""attic"", ""landscape""]",dive,"[""duckling"", ""landscape""]",67,2,176,12,1.0,0.0,423,"[""duckling"", ""landscape""]","{""duckling"": ""Non Visual, Concept Related"", ""landscape"": ""Non Visual, Concept Related""}"
"[""laptop"", ""jogger"", ""truck"", ""crown"", ""waffle"", ""creature"", ""handyman"", ""ferret"", ""tub"", ""duckling"", ""attic"", ""landscape""]",furniture,"[""tub"", ""attic""]",0,2,179,12,1.0,0.0,424,"[""attic"", ""tub""]","{""tub"": ""Visually Non-Salient"", ""attic"": ""Visually Non-Salient""}"
"[""painter"", ""microscope"", ""mammal"", ""heroin"", ""jam"", ""bean"", ""hat"", ""prize"", ""panel"", ""veranda""]",classification,"[""microscope"", ""mammal""]",67,2,182,10,1.0,0.0,425,"[""mammal"", ""bean""]","{""mammal"": ""Non Visual, Concept Related"", ""microscope"": ""Non Visual, Concept Related""}"
"[""painter"", ""microscope"", ""mammal"", ""heroin"", ""jam"", ""bean"", ""hat"", ""prize"", ""panel"", ""veranda""]",slime,"[""jam"", ""bean""]",0,2,184,10,1.0,0.0,426,"[""jam"", ""heroin""]","{""jam"": ""Visually Non-Salient"", ""bean"": ""Visually Non-Salient""}"
"[""dawn"", ""waiter"", ""alpaca"", ""cream"", ""ruler"", ""cooker"", ""lottery"", ""fan"", ""stab"", ""watch""]",glance,"[""waiter"", ""watch""]",100,2,186,10,1.0,0.0,427,"[""alpaca"", ""stab""]","{""waiter"": ""Visually Non-Salient"", ""watch"": ""Non Visual, Concept Related""}"
"[""dawn"", ""waiter"", ""alpaca"", ""cream"", ""ruler"", ""cooker"", ""lottery"", ""fan"", ""stab"", ""watch""]",upset,"[""dawn"", ""waiter""]",67,2,188,10,1.0,0.0,428,"[""stab"", ""dawn""]","{""dawn"": ""Visually Non-Salient"", ""waiter"": ""Visually Non-Salient""}"
"[""dawn"", ""waiter"", ""alpaca"", ""cream"", ""ruler"", ""cooker"", ""lottery"", ""fan"", ""stab"", ""watch""]",summer,"[""cream"", ""fan""]",67,2,189,10,1.0,0.0,429,"[""fan"", ""cream""]","{""fan"": ""Non Visual, Concept Related"", ""cream"": ""Visually Non-Salient""}"
"[""dawn"", ""waiter"", ""alpaca"", ""cream"", ""ruler"", ""cooker"", ""lottery"", ""fan"", ""stab"", ""watch""]",danger,"[""dawn"", ""stab""]",67,2,190,10,1.0,0.0,430,"[""stab"", ""fan""]","{""dawn"": ""Visually Non-Salient"", ""stab"": ""Non Visual, Concept Related""}"
"[""den"", ""goat"", ""racket"", ""candy"", ""paper towel"", ""mud"", ""pot"", ""trunk"", ""adult"", ""camera"", ""clerk"", ""duchess""]",female,"[""den"", ""clerk"", ""duchess""]",100,3,192,12,1.0,0.0,431,"[""goat"", ""mud"", ""racket""]","{""duchess"": ""Visually Non-Salient"", ""den"": ""Visually Non-Salient"", ""clerk"": ""Visually Non-Salient""}"
"[""den"", ""goat"", ""racket"", ""candy"", ""paper towel"", ""mud"", ""pot"", ""trunk"", ""adult"", ""camera"", ""clerk"", ""duchess""]",male,"[""mud"", ""adult""]",67,2,193,12,1.0,0.0,432,"[""goat"", ""mud""]","{""mud"": ""Visually Non-Salient"", ""adult"": ""Non Visual, Concept Related""}"
"[""floor"", ""dish"", ""flour"", ""signature"", ""cloak"", ""bullseye"", ""tie"", ""mop"", ""pumpkin"", ""ceramic"", ""shower"", ""donut""]",Office,"[""tie"", ""donut""]",67,2,198,12,1.0,0.0,434,"[""tie"", ""shower""]","{""donut"": ""Non Visual, Concept Related"", ""tie"": ""Non Visual, Concept Related""}"
"[""floor"", ""dish"", ""flour"", ""signature"", ""cloak"", ""bullseye"", ""tie"", ""mop"", ""pumpkin"", ""ceramic"", ""shower"", ""donut""]",mix,"[""dish"", ""flour""]",67,2,200,12,1.0,0.0,435,"[""ceramic"", ""tie""]","{""dish"": ""Non Visual, Concept Related"", ""flour"": ""OCR""}"
"[""floor"", ""dish"", ""flour"", ""signature"", ""cloak"", ""bullseye"", ""tie"", ""mop"", ""pumpkin"", ""ceramic"", ""shower"", ""donut""]",dunk,"[""dish"", ""donut""]",67,2,202,12,1.0,0.0,436,"[""donut"", ""dish""]","{""dish"": ""Non Visual, Concept Related"", ""donut"": ""Non Visual, Concept Related""}"
"[""floor"", ""dish"", ""flour"", ""signature"", ""cloak"", ""bullseye"", ""tie"", ""mop"", ""pumpkin"", ""ceramic"", ""shower"", ""donut""]",pie,"[""flour"", ""pumpkin""]",100,2,203,12,1.0,0.0,437,"[""dish"", ""donut""]","{""pumpkin"": ""Non Visual, Concept Related"", ""flour"": ""OCR""}"
"[""sink"", ""mitten"", ""factory"", ""cattle"", ""poke"", ""ledger"", ""tumor"", ""shower"", ""dial"", ""pickle"", ""finger"", ""bucket""]",overflow,"[""sink"", ""bucket""]",67,2,204,12,1.0,0.0,438,"[""bucket"", ""finger""]","{""bucket"": ""Non Visual, Concept Related"", ""sink"": ""Non Visual, Concept Related""}"
"[""sink"", ""mitten"", ""factory"", ""cattle"", ""poke"", ""ledger"", ""tumor"", ""shower"", ""dial"", ""pickle"", ""finger"", ""bucket""]",maid,"[""sink"", ""bucket""]",100,2,205,12,1.0,0.0,439,"[""finger"", ""bucket""]","{""bucket"": ""Non Visual, Concept Related"", ""sink"": ""Non Visual, Concept Related""}"
"[""sink"", ""mitten"", ""factory"", ""cattle"", ""poke"", ""ledger"", ""tumor"", ""shower"", ""dial"", ""pickle"", ""finger"", ""bucket""]",hand,"[""mitten"", ""finger""]",67,2,206,12,1.0,0.0,440,"[""finger"", ""bucket""]","{""finger"": ""Visually Salient Object"", ""mitten"": ""Non Visual, Concept Related""}"
"[""sink"", ""mitten"", ""factory"", ""cattle"", ""poke"", ""ledger"", ""tumor"", ""shower"", ""dial"", ""pickle"", ""finger"", ""bucket""]",running,"[""sink"", ""shower""]",100,2,208,12,0.83,0.24,441,"[""finger"", ""cattle""]","{""shower"": ""Non Visual, Concept Related"", ""sink"": ""Visually Non-Salient""}"
"[""sink"", ""mitten"", ""factory"", ""cattle"", ""poke"", ""ledger"", ""tumor"", ""shower"", ""dial"", ""pickle"", ""finger"", ""bucket""]",raw,"[""cattle"", ""poke""]",67,2,209,12,1.0,0.0,442,"[""finger"", ""poke""]","{""poke"": ""Visually Non-Salient"", ""cattle"": ""Visually Non-Salient""}"
"[""hood"", ""needles"", ""kin"", ""falcon"", ""fungus"", ""primary school"", ""bacon"", ""supermarket"", ""conditioner"", ""spinach"", ""stove"", ""bump""]",tin,"[""kin"", ""supermarket""]",67,2,210,12,1.0,0.0,443,"[""kin"", ""spinach""]","{""kin"": ""Non Visual, Concept Related"", ""supermarket"": ""Visually Non-Salient""}"
"[""hood"", ""needles"", ""kin"", ""falcon"", ""fungus"", ""primary school"", ""bacon"", ""supermarket"", ""conditioner"", ""spinach"", ""stove"", ""bump""]",food,"[""bacon"", ""supermarket""]",67,2,211,12,1.0,0.0,444,"[""spinach"", ""bacon""]","{""bacon"": ""Non Visual, Concept Related"", ""supermarket"": ""Visually Non-Salient""}"
"[""hood"", ""needles"", ""kin"", ""falcon"", ""fungus"", ""primary school"", ""bacon"", ""supermarket"", ""conditioner"", ""spinach"", ""stove"", ""bump""]",edible,"[""bacon"", ""spinach""]",0,2,213,12,1.0,0.0,445,"[""spinach"", ""fungus""]","{""bacon"": ""Visually Non-Salient"", ""spinach"": ""Non Visual, Concept Related""}"
"[""prisoner"", ""perfume"", ""ruler"", ""laughter"", ""groan"", ""bracelet"", ""tummy"", ""wine"", ""stand"", ""pile""]",hair,"[""prisoner"", ""laughter""]",100,2,217,10,1.0,0.0,448,"[""stand"", ""groan""]","{""laughter"": ""Visually Non-Salient"", ""prisoner"": ""Visually Non-Salient""}"
"[""prisoner"", ""perfume"", ""ruler"", ""laughter"", ""groan"", ""bracelet"", ""tummy"", ""wine"", ""stand"", ""pile""]",raspberry,"[""laughter"", ""tummy""]",100,2,218,10,1.0,0.0,449,"[""wine"", ""laughter""]","{""laughter"": ""Non Visual, Concept Related"", ""tummy"": ""Non Visual, Concept Related""}"
"[""prisoner"", ""perfume"", ""ruler"", ""laughter"", ""groan"", ""bracelet"", ""tummy"", ""wine"", ""stand"", ""pile""]",misaligned,"[""stand"", ""pile""]",67,2,219,10,1.0,0.0,450,"[""pile"", ""groan""]","{""stand"": ""Visually Non-Salient"", ""pile"": ""Visually Non-Salient""}"
"[""prisoner"", ""perfume"", ""ruler"", ""laughter"", ""groan"", ""bracelet"", ""tummy"", ""wine"", ""stand"", ""pile""]",fancy,"[""perfume"", ""bracelet"", ""wine""]",80,3,221,10,1.0,0.0,452,"[""wine"", ""stand"", ""perfume""]","{""perfume"": ""Visually Non-Salient"", ""bracelet"": ""Non Visual, Concept Related"", ""wine"": ""Visually Non-Salient""}"
"[""microscope"", ""liquor"", ""candle"", ""inhaler"", ""board"", ""mortar"", ""saucer"", ""bait"", ""yak"", ""tupperware"", ""artery"", ""run""]",fingers,"[""bait"", ""artery"", ""run""]",80,3,223,12,1.0,0.0,453,"[""artery"", ""tupperware"", ""saucer""]","{""bait"": ""Visually Non-Salient"", ""artery"": ""Visually Non-Salient"", ""run"": ""Visually Non-Salient""}"
"[""microscope"", ""liquor"", ""candle"", ""inhaler"", ""board"", ""mortar"", ""saucer"", ""bait"", ""yak"", ""tupperware"", ""artery"", ""run""]",charge,"[""yak"", ""run""]",67,2,225,12,1.0,0.0,454,"[""inhaler"", ""yak""]","{""run"": ""Non Visual, Concept Related"", ""yak"": ""Non Visual, Concept Related""}"
"[""microscope"", ""liquor"", ""candle"", ""inhaler"", ""board"", ""mortar"", ""saucer"", ""bait"", ""yak"", ""tupperware"", ""artery"", ""run""]",chemistry,"[""microscope"", ""inhaler"", ""artery""]",80,3,226,12,1.0,0.0,455,"[""microscope"", ""saucer"", ""inhaler""]","{""microscope"": ""Non Visual, Concept Related"", ""artery"": ""Visually Non-Salient"", ""inhaler"": ""Non Visual, Concept Related""}"
